UID,growth_stage,label_quality
RoEPNeQj,2,1
SneHX8D0,1,1
8IMCxRnK,6,1
iGHYWx5O,1,1
P6yXmli2,1,1
eHcb0FqD,7,1
AHyOUlCt,7,2
tlZx41hN,5,1
8rVk1Yjo,5,2
HgZqhTFl,2,1
dsErh98Z,3,2
SkWZ2j6y,4,2
6TPzspLr,7,1
yf0Twmdn,4,2
BLzvO1WM,7,1
7OZKB65a,4,1
6UmyEwqn,3,2
RGVWj0wy,4,2
aBHPrhe4,1,1
3Z5fkNnS,6,1
wU1DfCGQ,7,1
A2DslXUJ,5,1
dJ8pgNjG,4,2
2EtArHoK,2,1
uNUgk8xe,2,1
hPwxM80b,1,1
AWkwjReL,2,1
VHeIDn1c,2,1
PFwjMNXc,7,1
ra2PW3nO,3,2
1GgO3M8t,4,2
SxPWel0m,4,2
Hnyp1eMs,4,2
ZK6sbPBH,7,1
Pth9uHAE,6,1
BI2FEQTf,1,1
CAJjSRFM,7,1
FZR4bt6Y,1,1
GXqFdKYr,2,1
VOQzBpgd,6,1
sOcl7zrI,1,1
dyQNJ9Ve,1,1
GsXvEpbw,1,1
SkzZEbOa,5,2
bTGgROcU,2,1
A0dMKPIE,1,1
pxhKf5ni,7,1
7fZHdTRE,2,1
f8jwphMO,7,1
dfCQXv0b,2,2
KU3tbvlf,5,2
zCYGs0ri,7,1
orHv3GcZ,2,2
Svc47iZj,1,1
m5IS1sra,6,1
F7xCzDEm,5,1
b9zG8QZV,1,1
5ozXxBaO,5,1
ARu8EsOQ,2,1
67jt2vng,5,2
Srcjt2NA,1,1
KF9XSQU5,1,1
ycl0PfQ1,1,1
tNPn0394,2,2
2RFSn0p6,7,2
B8vs0cik,5,1
3R50JzBM,4,2
d3oUHaJm,1,1
psExJmGB,1,1
l6u7xBo3,4,1
FySkxT4h,7,1
71jFwVH3,5,1
4ZNBJ3Vo,5,1
Hve1b6ON,6,1
fAXdoplU,4,2
ocKDYmv4,7,1
6VBlqg7o,1,1
NCZ8qbuO,4,2
frXdeouI,4,2
JhI6inWo,1,1
3AmFQrLi,1,1
9R2B1fD8,7,1
MOfE56aS,4,2
tbElw0Cr,1,1
dc6zsNQS,5,1
2UrMRvHp,7,1
d8AnPcp5,7,1
Q7rnjyHZ,7,1
v0d8bPim,7,1
9cotXN5P,2,2
zU0bE9FX,7,2
WfxgYe0n,1,1
bHxDCdmV,1,1
yOTAQktm,5,1
CFd8XcBo,1,1
ZxaNbRBH,7,1
Ld7zek5X,1,1
94wD7amp,7,1
kaDTzqRS,1,1
l0rmkz71,3,2
V8aLGAmf,1,1
ZMLABe70,1,1
hWuiNa8L,2,1
oLeHprBE,2,1
UYiNqym5,1,1
FWOpzVbE,3,2
AfqUa7ni,7,1
gEtxas8C,4,1
h65Ya8xp,7,1
omzSKy54,7,1
H2hfFV5e,1,1
zNyegpUO,4,2
GRNUZB9v,7,1
zYvsZc3D,4,2
emUSChyE,4,2
6EjHycT0,4,1
R86wDynU,1,1
VIxaGkzi,4,2
9Ab8rixB,7,1
rxpYhkzw,7,1
HeF6qnjE,2,1
8u2CL3Q7,1,1
nosDcNEu,5,1
o9mJKSpU,7,1
DbHUte9d,2,2
kIhxmryM,2,1
TJSwvtPQ,4,2
GteIygxn,1,1
NxwIPpmS,7,1
0sqEXdyl,4,2
ADrIpf6e,7,1
CamlYzAb,2,1
Xhuc9UOl,3,2
4JmjXNhR,3,2
DGP29XTd,7,1
WVhystAI,1,1
ReY4MSdP,6,1
Ux0ipBh5,2,1
FnHbXAJc,1,1
vsBzupTQ,1,1
1Ijqvwmc,3,2
PRNxVyzD,4,1
9PbJF7Ng,7,2
jrftZ7Vn,7,1
vwKOeSBc,5,1
Ws4daJ9z,5,2
9GW5e6HP,7,1
Oi10YUKy,3,2
4QUL5TBS,4,2
PebDjirB,5,2
OYaXE3Td,6,1
y25O617V,4,2
25dqlvMj,3,2
z7eW9SIg,3,2
U2d6NlQM,5,2
WSTkE5rD,4,2
v15ZozCk,1,1
aY0H5Nem,1,1
Xjd98DsZ,7,1
txGUgbM7,1,1
wnoSEWms,7,1
pWOavSoZ,2,1
2NTLDFIn,1,1
RfOWq7Bn,1,1
K6tsLg3H,7,1
V9IjSybu,6,1
Hd9vK4JF,1,1
h8lYZ3MW,4,1
4ovG2g6L,2,1
ZE042rRA,3,2
fqATIP2t,1,1
429Zemuh,1,1
0e6bRhoj,6,1
gn2EPYK5,2,1
6DzLSw5q,1,1
cnSwlPgO,2,1
D20pKAcJ,2,2
RNdPB7Go,1,1
02R9pCXz,7,1
oJNPX9zD,7,1
XQWnMODC,5,2
AI2Dt9Bi,5,1
rZE53wHu,1,1
XMOaBHYn,1,1
vheGUsF0,5,2
pwmt7S64,2,2
UOornEsq,1,1
1qx2ZnL3,1,1
maGzdBWs,1,1
c5n8XwuI,7,1
w1jXNU53,4,1
YQ4FKe5S,4,2
BOVIUNZi,5,1
u0qiNQOe,5,1
FJciBf3K,7,1
Zfy5AoSq,4,1
sPaRMjfq,6,1
iYCZzvxO,1,1
TYnyt1Hh,1,1
CjMTwiN5,5,2
TCV9F5et,1,1
mfCUiu75,4,2
uclnTYtR,4,1
PxSV8kzl,4,2
HPihwv7c,4,2
TqiLZeJg,7,1
i2epZIJS,6,1
W6zEOkJ0,1,1
H23oNJGk,1,1
e5ziTJXS,1,1
IApyaHCE,7,1
br9vHWxq,4,2
IWSQlKzd,1,1
jTEzt3KJ,3,2
6I3hgbQr,4,2
6YNmzRFD,3,2
iMry4Xh9,6,1
Mnap0fB8,1,1
Tu3vlL1K,7,1
ZeQLbs72,6,1
Ywj6z8q3,2,1
WKZtuVQl,2,1
ap9dSUIs,6,1
wmlFU4pN,7,2
IXKjazh1,4,2
nl0Cg5Z4,1,1
GptjNiQM,4,1
cUdwLIR6,7,2
zHutVE6f,1,1
aN5oIzsB,5,1
PNiHRXBr,6,1
RpZkCBFg,1,1
BA7QwxsE,5,1
wh42GIYy,7,1
8aLkMS3O,4,2
dy9IL7o8,5,2
SxGHbR5O,5,2
KfWjwmCM,6,1
q4jZY5yz,4,2
9sDQFlWa,7,1
4o1DGOgn,3,2
AOo4KLdy,1,1
KiyfpJTj,7,1
TNo50Em2,3,2
3l2eC8U6,7,1
IVqmRbxQ,1,1
Fmnwly3X,1,1
gLVhAvnE,4,2
JHWszDin,2,1
g0cYRH7V,5,1
kiNUyqMV,4,2
nVbwBJN6,4,2
WZITsmFr,2,2
7S4vZcFM,2,2
2G7ZMcY0,5,1
8Spkemly,1,1
0QcmiG2B,4,2
9r0L6UI7,1,1
rFSI6Xvl,1,1
kKJadRYs,3,2
5ThaHuS8,1,1
F28NbWd6,7,1
s7RolOPX,2,2
MZIi3ACS,1,1
OUzEkJCe,2,2
Oa6RG8Sw,1,1
8GT5qZ2V,7,1
kqv7ZoDy,4,2
kVr6R5gv,6,1
t31KPpm6,2,1
V3S1Co5O,4,2
pPaET7yf,2,1
QZLezwGO,2,1
XxWckCRv,7,1
7pwqVxo3,7,1
odF74bOZ,2,2
bDf968mn,7,1
E9Z5wcIt,1,1
G8oHYORK,7,2
Y8wCDXSz,5,1
HQJ8wIAL,7,2
TsaU7j9W,4,1
uQlWPMeD,2,1
ISAKFTdJ,4,2
CtrLuSVN,7,1
AJQRSave,1,1
sBYdoqeH,7,1
pyn72UPJ,2,1
vl5FHXQB,5,1
EPDgRKw1,6,1
yWoQUvDH,5,1
3umlvcCV,5,1
FSghyO7G,7,2
x7Jm0brR,3,2
u9M0CHDY,7,1
dai913cC,5,1
1TpIC6i2,4,1
TRtfUBIm,1,1
ndIUawRE,3,2
LX0TuUWJ,6,1
KGWr4ztC,6,1
Cu3Lc0Zb,7,2
lz8SgYcp,1,1
BHbdiY6U,4,2
AsZzvK0U,4,2
z3dIqwZg,1,1
qPRljy3g,2,1
jMciErNF,1,1
YSbFLE0f,1,1
KdhQ9n2x,2,1
x0RjH25c,1,1
iH5JLD7o,1,1
6C1dV5ao,5,1
1qXWR4uk,3,2
NovfxmpC,3,2
Q20Z5YXs,7,1
LaYQmuoC,7,1
0kVapjJ8,2,1
pFw9mYOv,1,1
m0IzB6cr,6,1
naHAzXfx,7,1
l1RiFfX3,1,1
b3nt2kX1,6,1
tDAyZ8Yi,7,1
QVJG1XsM,7,1
ZrjtNhqg,5,2
PaL4NpRg,2,1
FTljaeAi,4,1
doRAJGwQ,1,1
l4ORo6XF,4,2
Os1Mqu3F,2,1
Qx5oUv8j,4,2
hMwt8oD4,1,1
leQy8F0S,7,1
0lmQ3CzF,2,2
jhWBDt9z,3,2
Z0AqlD1w,5,2
pSFDlXmI,5,1
Rl430wZK,7,1
fTQ6SEcX,1,1
Elidmtx9,7,2
Fof19AQq,1,1
0vMUNGWm,1,1
PFbid7EZ,7,1
7o2Iu4W0,2,1
qNtFSwYB,4,1
q1PWDQMK,1,1
Rm3Frw5h,4,2
b5xraKNW,7,1
LbVO186Y,2,2
gHtS09FG,2,1
irWN4L1y,2,1
HTl5N6nr,4,1
F8r73Lmg,7,1
E3Vvhpra,7,1
9thFYsjv,2,1
QMmz9CyT,3,2
FQoWLzi7,1,1
sM5KwROa,7,1
c9prY1K8,1,1
Fe7Ip36m,1,1
AvVyE6FW,5,2
Imj2tZBN,1,1
ur4p5oj0,1,1
T3CsR9Qb,7,2
3jRIiOCL,1,1
uh6qNcZI,7,1
x6WfTV7k,1,1
OU5NzDqP,1,1
LOQu3FZA,5,1
PfZ2krtU,4,2
6b0tVzMK,6,1
o8tCELAq,5,1
XYvZChLb,7,1
O0uDJtw3,2,1
k8G4e6yQ,7,1
WP9SRB4c,3,2
Pun7pESc,7,1
TGfnecgP,1,1
8viBCQpc,7,2
JyiSZVtr,1,1
SrQUKjYh,4,1
0u2yC1iZ,5,1
T2Ne9zYA,4,2
5jYDSFVl,4,2
3DsE2CmY,2,1
qwnmKp8G,7,1
ZdtSjcpy,7,1
jK3RipfE,4,1
E4HjhW2u,5,1
o23ES5Gn,1,1
Uhf6rlBY,4,1
IqMamPXO,6,1
j9yuIvaG,1,1
TerZnJIB,1,1
TNcCHRZM,4,2
1bhUCMea,1,1
KsqXFW4e,2,2
vNOonLUX,1,1
DAUsGQJ2,7,1
JZjGaiIq,5,2
CX3uK09p,5,1
Nzenpq6M,6,1
CITSNMbd,2,1
5MWJKCQ7,1,1
dTLbPezQ,3,2
jQioB6Pa,4,1
cWoqnLYb,1,1
kEorpWBy,3,2
tkHDWg51,2,1
C3r1dORs,5,1
L5vEAXDb,7,1
QEx0v8KZ,2,1
m6dp8gn1,5,1
eCVKhPBd,4,2
SHWk1h7v,1,1
Wi21qnV3,4,2
bcfyG9Ig,2,2
rHDAd2te,1,1
EPVtgF3z,6,1
LimDvEMO,7,1
TcYBCVhm,4,1
rTeMlb49,5,1
pGCRUden,1,1
IUSPrcRm,1,1
kj5BysrH,3,2
Vf52wUJ1,7,1
0NyABatz,1,1
K18sNIlt,6,1
KHCFWhb3,6,1
mELUCrwv,1,1
JN4Twg8D,4,2
yYHMzEW4,1,1
54C7E2yf,4,1
O6M9ANY7,7,1
ZwhQ9SlC,7,1
rhgbsWuE,1,1
YnVytghp,7,1
UZ5h4LBe,1,1
rOGNWH9J,5,2
68G4lyIS,1,1
jeLqBzVF,1,1
QSUx07rW,2,1
YopBrPFN,4,2
aVtU6hEY,7,1
rY3GpCzO,4,2
uKWhGE1s,7,1
2Nc9eg7q,1,1
ATwVBHLe,4,2
mjpb04Og,4,1
3MjqRuh5,1,1
u4VEsdiL,1,1
lR9eI5hN,5,1
7brW3PqG,3,2
oNWfgdxE,1,1
tGP2aEvH,1,1
ck8FARth,4,2
LY4oiQ9k,4,2
kx65ZMDq,2,1
sP649inr,5,1
Q9PKv8gr,3,2
KXv8FNEL,1,1
rans5fdU,2,2
XpUHFg4D,1,1
h8fYgvu6,5,1
aumMhkCU,7,1
3Vh0SqJe,1,1
pVjxDzv6,5,1
aOH92IWv,1,1
bP3Bi1ox,7,1
jcdl4B21,7,1
H7VtyPjx,5,1
XEyQ4ImK,5,2
ErmRVNLJ,7,1
ujtdi7gv,1,1
qtzDxpSH,1,1
U7MTfHkp,1,1
pSc0b7MD,4,2
xtu54kvX,4,1
IzD2bxWH,7,1
ongkYFVm,5,2
PsJvAmRn,7,1
b0qrxcvD,2,1
hA4eTfQ2,2,1
27hcbqT6,2,2
biXvUYD7,1,1
GcABrIjd,5,2
uTrA3Zzn,7,1
UI3rA1y9,1,1
Kuv6neX4,2,1
Jkic94eB,1,1
yJnr2oz4,1,1
F8bDViKR,2,1
DmRrgc2O,7,2
HCzskn5w,4,2
Rp0sHk5Q,3,2
XGiHqI26,1,1
ko8uEMDw,2,2
ymPabJXg,3,2
haNWAq4j,4,2
nEiY4lky,2,2
dPFnCwjN,1,1
nuCN8Vit,1,1
kAFQE1bo,7,1
BniadTZR,7,1
bgB7UjGf,1,1
F6WOsMxK,4,2
27PVQsod,4,2
E7IQMKdr,4,2
1SjJZB9c,4,2
h0I1DXka,6,1
xNLtkYME,4,2
zSFBtZp7,1,1
6rW7B1Zm,4,2
IxE7wilU,1,1
02XgtYwT,7,2
xAJ6qNtD,7,1
wlDBPx8m,4,2
dwjxQA5v,7,2
Tm81hPoe,1,1
D7c3r4gj,4,2
2h03pMPH,7,1
yHMtsYin,5,1
43BfSAO2,1,1
hd3L8Qjw,4,2
n49iZWXY,3,2
XTboUqjk,1,1
NgvolHKZ,2,1
86wKY7Os,5,2
EW3nCq4a,2,2
TrmJNWMs,3,2
ze4scqjp,4,2
5H0kDv3t,7,1
vPgrCyRj,7,1
uYcg6vif,4,2
Eez2bRcl,7,1
uAsWBpMj,5,1
VFjZQuRw,1,1
wz2EJpO9,1,1
GSvFsWRt,5,1
N7Qw0GiC,3,2
38sXEw1F,1,1
gDsfCyWR,2,1
hyYC1s7o,5,1
srGOzV6q,2,1
dPQ4NOgr,4,2
NO7IPYcX,5,1
AUnQLGFr,1,1
qfiLdAmY,5,2
fhY6XKPE,1,1
QMqFRdHa,2,2
pbE6vWBT,6,1
IAjuv6EO,6,1
1LOxVQHa,1,1
sL69caVy,4,2
Kr90Jblg,2,1
i6WyFrna,7,1
xjtRK0sd,3,2
UR1fWrAn,1,1
YJ0iw734,7,1
Qx1anf7y,1,1
mY1lreuG,7,1
t3d1P4AO,3,2
gjKPpoZb,2,2
NI1ksq43,3,2
bsdUp7Xn,2,2
ewuQRFfo,5,1
6CEzvUcx,1,1
Z4FRACoD,1,1
590QqLUA,1,1
hSX7vI0J,2,1
Ob3GwKUQ,1,1
c3Xx415a,4,1
GClyx9Ue,7,1
roMe4DUs,1,1
QOcEBHui,1,1
yGDKWwoQ,7,1
o1kXwWE3,7,1
znhZupR5,1,1
WHwPaZzc,4,2
8j01grNU,1,1
JLBAvpe4,1,1
ZMbLayc5,4,1
uWOiA7M0,1,1
WFITDNg8,7,2
97tKqlLO,5,1
GhTHiB36,3,2
Rpo1z4G8,2,1
D0Ly215q,2,1
vUzxHOom,1,1
qJbHDONI,4,2
xlPMOmKH,1,1
C8dbuoFv,7,1
IDMwu4ob,3,2
2UsDYlGg,7,1
OQj0cbZG,1,1
1yBFlUfr,6,1
UlS1iWR6,3,2
5gWfac71,1,1
3QgvPfma,4,2
26cKmOln,2,1
q7ArsEjU,4,2
4Rufrat3,2,2
S5lgJBNX,5,1
Qt9EXiL8,1,1
PSciv5Kh,4,1
XIsPgFVR,4,2
DZQ2uP6f,7,1
I6AqYz8L,7,1
clSjQXpP,7,1
8vu1w0zC,2,2
2f4wtDbe,1,1
sM3ClcLF,4,2
viHuYArD,7,2
DLoTRpjc,1,1
yKbo0A6N,4,2
2f0qyQVX,4,1
GYzaSuW0,2,1
VGfkure0,2,2
gU4QuTrj,4,2
S4Tlc7gW,3,2
d2A7HPEy,7,1
W5Twb420,7,1
wPn42T5b,1,1
QgwGsT9k,1,1
giOrAm3V,1,1
v4GRJiS3,1,1
Q7lYUJcC,1,1
ehVAxEgn,1,1
x3dkhDnm,1,1
Pjsz4NdB,4,1
ag7Nno1K,5,1
mVKOqoae,4,2
ICuMSc4p,3,2
2zflxamy,4,1
l7IgRqXt,1,1
7R2KvBcG,7,1
VGrgxpav,2,2
PxGhj3Lc,4,1
Y8dnfICF,7,1
uv4XwhbB,1,1
BeA4qNS7,4,2
3FwIJ09q,1,1
XnZv9JmO,2,1
2GIyuJP0,3,2
97LF4hk6,5,1
wsM2Dq89,7,1
A3ld9CzV,5,1
rkybYDwi,1,1
FDH1QM48,5,1
lOXieBJU,1,1
K0FtAY5V,2,2
ybwRm2hl,5,1
SAvIQ0TR,7,2
2rhboRiz,5,2
SEriZMTx,1,1
TWRvdGAJ,4,1
OBolC09M,1,1
ArNlDjc1,1,1
LTJy7QqP,7,1
5rP7WYZL,7,1
G2Lo9Iqm,1,1
e0jbfSsx,1,1
bCNuJoUv,1,1
ZMqb5cgN,5,1
Ft5dpiqw,7,1
6Aqu9RfN,5,1
Xjxs7h2o,7,1
QIuWO7m6,7,1
h9dSIO0x,6,1
31fKgjqE,1,1
8yIuZEfF,4,2
4sbMUkOa,7,1
NgOA4yu2,4,2
TQZi78zm,4,2
CQonirK1,2,2
WSodYpBU,4,2
ytN2X6nU,2,2
LZodrPfF,2,1
o8lCJik1,1,1
W9iK3dg4,7,2
5sm6Ccfg,7,1
ujrJIWgf,6,1
CDQO4wEu,1,1
T8ifLoG5,5,1
HBsD8Nm5,5,1
v8H3oSne,4,1
tEe3YBUO,4,2
mdl1XBTW,1,1
EhJbnRUC,1,1
OY3Jwuxe,6,1
pT25VXdZ,1,1
yqj01m3F,7,1
OKjSh8U7,5,1
PS9Rzjae,3,2
cexH0KVt,1,1
po3lrhzD,2,1
MQECbh13,1,1
p3MH81u0,3,2
COrpRqLd,2,2
a71cfdJv,1,1
21yT4l0v,4,2
GKLqfhes,1,1
fL1G8w4I,6,1
cTD9qGyJ,2,1
bLt5SIEz,2,1
JpEfG29U,4,2
5AHyYlIC,2,1
3EDUGgeV,1,1
iECyRtBa,4,2
3TzJWI7m,1,1
4mVqTKdc,1,1
KReyXGfP,1,1
FqNSvRfO,4,2
fyiwHueJ,4,1
wIQXnGza,4,2
npZ10RrH,5,1
sm9tNISj,1,1
pHbykfAY,2,1
T0gyebW1,5,1
sJSeC5YM,1,1
RL5tFZAq,3,2
OZ9KBoXI,7,1
eSoNwfch,2,2
5rqagXJZ,1,1
wq5zIdmN,2,2
gHiVjU28,4,2
VKnJrjEG,1,1
MN9QnsRb,1,1
xqzSN3MH,7,1
UjDeJWo9,2,2
3sIE0xjw,4,1
kpRc2Qof,7,1
BsF8Iq6V,1,1
Pvzdo7yQ,5,1
GUXc6MJ5,2,1
FfXp2Edk,1,1
UsiwlE82,4,2
VZczK4Ul,4,2
wsY6hpOL,4,2
Nq9YG7jz,7,1
4uf08vpT,7,2
RYeMqP9h,1,1
ockEimVh,5,1
psnBA3C7,7,1
3awCVynm,2,1
cA7wQg3V,1,1
2oPE4DBO,7,2
bDuA6Mvf,5,1
G9qMdEZY,1,1
NJkpS6E3,7,1
0SyURgEC,4,2
Iml9tRVn,1,1
chVFPACW,1,1
eW16bOoc,3,2
xJ4kqca8,1,1
W3iYp9OG,6,1
Jcih9Ub2,5,2
VWaN5MTF,1,1
0wX79uHb,1,1
6o9T1xCf,4,1
MYOR4jvk,4,2
JNGT1MRr,1,1
CtRMwGP6,7,1
nSWLbI1j,1,1
GNo3tKV5,1,1
sdnFLJ9g,7,2
5iPpSJq0,3,2
rX4ZTJOR,7,1
5KIYshMD,4,2
WOTCmI1A,1,1
hmQZdjXt,7,1
KO0vtX1f,1,1
HK7ripG5,2,1
FwpGfqiM,7,1
1djMyYTX,1,1
YPcmewrA,3,2
NHqV2Zky,1,1
LnA79BUG,4,1
PI0Czhtc,7,1
kGp0TiXc,6,1
YhgaTUVJ,2,2
yGEdpxZB,7,2
ROIKUdxX,1,1
0i1KQShO,5,1
NAYxfpDt,4,2
f19IpQTg,2,1
OF0splBy,1,1
KB0bUmCc,6,1
5xHucdjk,4,2
j5CScV4A,1,1
QZhcEgKo,4,2
YOXIMqUk,7,1
Na68SGoD,4,1
hF8XvURc,5,1
RcevUYoi,4,2
kUOpHMBq,4,1
S2x0HJBg,7,1
BNxmtnOZ,1,1
VRukdT1I,7,1
lPQnYD0f,6,1
z5qE3nmr,5,2
87Hr2Zl3,1,1
qHpBtxKJ,5,2
AThyELC1,4,2
8ghyLzGK,4,2
NGBXb3Q7,7,1
C8inSswh,7,1
Eqd6Pe4M,6,1
Z1qg5Q2v,1,1
Z2sRUrxQ,7,1
Ej412bcd,7,1
u3HrJf12,7,1
2KMsB73P,1,1
5o4jAI7a,7,1
0a1q8QtF,1,1
JwQCV8qa,1,1
rvG7NO5x,4,1
iUTNMDpw,7,1
fslnV7aB,5,1
Ty0WOsHf,1,1
ZGhb58zA,4,2
iZGcfBJ5,7,1
ZdEUNieG,1,1
23qxrIZb,4,2
Z6Tjt1OA,4,2
YghyGRzi,1,1
eznM89g0,5,1
3zCrIvyj,3,2
l3wPsH87,1,1
WmAGEj1r,7,1
hid8Tnc7,1,1
kR9Hift1,5,1
xW2K0ALz,4,1
Q9T1AXhz,6,1
I7FoVqTy,4,2
kr9c18GZ,6,1
T3LJpht2,6,1
3NeqGIBU,5,1
on7lEHDs,4,1
rkQIvzV2,3,2
a5KoFcZT,1,1
lqCw9vfg,7,2
7QNsZtj8,4,2
ApNRm4Ho,7,1
v3EWI1zj,5,1
DRBzWhpo,1,1
vxp2yJLq,4,1
0jUgxeOz,2,1
8dWfZBeJ,7,1
xTRfueEC,5,1
eqLsjFz5,1,1
0UstY6zJ,2,2
6irntxk4,1,1
3p0aIZog,5,2
VOw2TLyi,2,1
vN5m6xRC,2,2
el5vzoCJ,1,1
mNfMg8Xj,2,1
HTLYbDqA,1,1
TnU9X3xS,7,1
J0hLMT6l,2,2
Am6woz9l,1,1
E5I3L7Hx,7,1
KUL2sqBg,5,1
o1dtMyaE,7,2
JG6pEdoC,5,1
zINtSdPf,4,2
l0diUWC6,2,1
9FTBDfqj,5,1
TEzRKd8q,7,1
7Xz5yuxm,4,1
wN8gtPeO,1,1
Owg9aDpk,7,1
lQxTjt4B,2,1
F7D09nd6,7,1
YIaM0X2t,1,1
rm4JnLQE,4,1
7uOAq4I8,7,1
Q0FLIbiP,7,1
wqZMRjz6,7,1
K0kfXFsz,1,1
uptMB59R,4,1
jfzvLwnQ,7,1
Fg48fR7w,1,1
frs1wH0o,7,1
L5eEq6Iu,5,1
ST8WIylz,7,1
JgcQS0B1,7,1
p8H5nFR7,5,1
ptzjmPqG,4,2
IrzafdGJ,1,1
7adx0Juf,4,2
LvVrCEXJ,7,1
gFesw1kD,4,2
TR0GcAwY,1,1
SBmNX2t6,4,2
Xlpcw953,7,1
q0GKArS3,4,1
qF6HcLYP,2,1
MZ5bLeyg,5,1
QdX32Cf7,3,2
yYQ5Gtla,7,2
SneiB69Y,7,1
aVbeIr4d,6,1
vCEqSdwW,2,1
7Ze4nHoi,1,1
pTdgSCNB,7,1
MEzCZ2sH,1,1
yO647IgH,7,1
j6yCFvBo,7,1
bfjZ7Dtk,5,1
mvMaUSNz,4,2
EomqhN1D,2,1
Q5l1KDdw,6,1
3Fr72qoL,1,1
L5MIsjn2,7,2
NdOg52pc,2,1
FzTJBMmU,4,2
tbBmkI4K,2,2
QWh78COr,1,1
Z3Hp8vxN,5,2
JlD2iT9k,7,2
DZlqpJ8P,1,1
FuBXiIyz,2,2
AYFOzGIV,7,1
z6jdnX8V,2,1
uTzMyOZd,1,1
BZqC8sUF,1,1
8QWA2lOj,1,1
VPZsKrMu,7,1
jgVieaRn,1,1
VbAgftXK,5,1
nAUGm7x2,1,1
n5YCs39e,1,1
muLzeJZd,4,2
OnhtlIZW,6,1
OvV7KtL9,1,1
mMSKnUVi,3,2
PoKs5Nhc,1,1
p8xMXzma,1,1
zJvTx60y,3,2
HKXx10m2,1,1
b4Uf35RY,7,1
etLBgDa5,2,1
nqeu9oRC,1,1
dE6e1t4S,4,2
rU8GoPg6,4,1
hfHPOicA,7,1
8YiulpTw,1,1
4NonJVC3,7,1
7ahwsq4o,1,1
xm9bTfcJ,1,1
xATnQhJv,7,1
4saHTbjg,3,2
OXq3WJFy,1,1
Fbwkhc6a,2,1
QEh4CUnm,4,2
3grqByP8,6,1
FTY1tIJ5,2,1
hE6GqjZy,7,1
c1SsVlaR,1,1
ZKOac1L3,6,1
ZgJQLhP5,6,1
3bGOZxYS,1,1
fksGFYoy,1,1
qAnItsU3,2,1
j0BwR4O8,1,1
DoeiN2mu,6,1
gUaVn8tZ,1,1
p4k5F0bK,4,2
lCeKQ0rd,4,2
Aoftc0d3,5,1
WOGX8EaL,1,1
nWdTVlOi,1,1
3JjLNzuV,6,1
gqGb19QM,4,2
6dFk8KU4,4,1
NDR2dsyg,1,1
YRQo98Fj,1,1
Gdo9hNmv,4,2
LdQ7cfsw,1,1
pLRm3XqT,4,1
KnozEXCO,4,2
V3bzjdWp,4,2
hDLyvbnC,6,1
eRPbwhU6,1,1
nOPRv6h4,7,1
tOEDmSjc,2,1
ZObnpA4V,7,1
NDzU2a4L,1,1
EyT97X6i,7,1
zXkuJBKW,5,2
wKLFGlAi,2,1
TpSoMcCu,1,1
TXaPylO0,1,1
mGnRPUrx,7,1
ASmsUXBL,1,1
FbhOTJI2,5,1
wvI2baS0,2,1
gZF2Inaf,3,2
jCbBudfY,1,1
QJK0zxRH,4,1
jN7mKvCu,4,1
lTovrOW3,1,1
EkrDBHob,1,1
nfb4LjrS,1,1
2OZMdyhg,1,1
nw4TIN9f,6,1
leQa3vnE,7,2
7zisNPk0,5,1
ph0lX8H1,4,2
NJi8GzE9,4,2
G7MxujtE,2,2
KJPXptYC,4,1
F9wCUo3H,7,1
Seplb2E8,5,1
NHpB1v2U,2,1
8O2yubpJ,7,2
6nPVYMOK,1,1
1OGHksvU,1,1
b0YrWtEa,7,1
amzMoySj,2,1
3iAJ4oTM,7,1
GvTCcrBm,7,1
Il1HMC8F,1,1
RaK2Nfce,1,1
euJxwYML,2,1
Xx7NfWtT,1,1
wDl9ky5v,7,1
vJ2oun9g,4,2
ObYDByt8,1,1
Ew6ZAY0R,1,1
50fepK97,7,1
053h7FH8,4,1
6y3fmudj,4,2
qc8vZtun,1,1
4I6pg0iA,2,1
6St95hrp,2,2
5kFTMapQ,2,2
ImM9jsbp,1,1
k3hrwZsD,7,1
mEeO3Rru,7,1
beBivDQS,1,1
Yz30y5JB,5,1
jIphNFqY,1,1
UwIOhk7a,1,1
4vKoPqlL,1,1
fTqQmSrz,1,1
E3u2MZcm,1,1
GsY49chQ,3,2
efJYoRgx,7,1
e8QcvMAF,2,1
FpIdgtXu,3,2
HC4siocy,2,1
2IjZrqEk,5,1
1RVrwhZX,3,2
YDflgpJy,2,1
aYGDMrkl,1,1
cKfM46bs,5,1
2peayQAn,7,1
ZFPbcxUt,7,1
Ici2Oq9B,2,1
ES2HWOG5,1,1
QLMtKNFa,2,1
wR2ojX4y,2,1
c2gGmr9Q,7,1
k53pSbHK,7,1
SjNMD1eg,2,2
zH8FWZiI,7,1
KrbgveH0,5,1
0mlvsJEu,7,1
Hkj1PeTy,1,1
eX2a0prl,1,1
bL1HgXZt,7,2
GkYJKVNH,2,2
cyFsUzIw,3,2
6rmUcuCe,4,2
FjpVrlkw,1,1
gBn2OcCZ,1,1
fGmQ9lLu,2,2
Y0fp5DRM,3,2
7lSqf5FI,4,2
5zK7Fsmw,7,1
mr4QW8lF,2,2
ysMd5fjW,1,1
RdbKyEwj,1,1
ILoD4JKf,5,1
Ko3wA824,1,1
uU0KNDmq,5,1
MlSEOa2W,1,1
XPKtyjhY,2,2
